番号 	Winner1 	Winner2 	Winner3 	Winner4 	Loser1 	Loser2 	Loser3 	Loser4 	レート増 	レート減
11658 	arata 	iti_monme 	fiiisan 	kircheis 	toshi 	AKAGI 	kunon 	ushi-n 	14 	13
11659 	mmn 	touyou 	korori 	kunon 	arata 	iti_monme 	boomZ 	ushi-n 	18 	17
11660 	AKAGI 	yokohama5 	yamachan 	eto 	teranushi 	thunder 	NFushi 	pa-ku 	15 	14
11661 	iruka 	En_AOC 	yokohama5 	kircheis 	iti_monme 	teeneon 	freeza 	BARDICHE 	13 	12
11662 	En_AOC 	polpo 	yu_ki 	freeza 	iti_monme 	yokohama5 	yamachan 	Evans 	12 	11
11663 	En_AOC 	polpo 	yokohama5 	freeza 	iti_monme 	teeneon 	yamachan 	Evans 	12 	11
11664 	iti_monme 	AKAGI 	cwrouu 	Evans 	En_AOC 	polpo 	teeneon 	yamachan 	14 	13
11665 	AKAGI 	yamachan 	fiiisan 	syosinnsy 	iti_monme 	yokohama5 	Bnoty 	kircheis 	15 	14
11666 	pietan 	Chrysler 	BARDICHE 	kircheis 	iti_monme 	AKAGI 	iruka 	fiiisan 	16 	15
11667 	iti_monme 	AKAGI 	Chrysler 	yokohama5 	pietan 	iruka 	fiiisan 	BARDICHE 	18 	17
11668 	iti_monme 	yokohama5 	touyou 	fiiisan 	Chrysler 	iruka 	yu_ki 	BARDICHE 	14 	13
11669 	yokohama5 	teeneon 	kunon 	Ra^Engine 	En_AOC 	thunder 	single 	Evans 	12 	11
11670 	En_AOC 	yokohama5 	yamachan 	single 	hikouki 	touyou 	thunder 	Ra^Engine 	12 	11
11671 	hikouki 	En_AOC 	yokohama5 	yamachan 	ress 	AKAGI 	ushi-n 	Evans 	13 	12
11672 	Molt 	polpo 	thunder 	kunon 	AKAGI 	hikouki 	ushi-n 	pa-ku 	13 	12
11673 	En_AOC 	borma 	yokohama5 	boomZ 	ress 	fiiisan 	syosinnsy 	Evans 	11 	10
11674 	AKAGI 	fiiisan 	poll 	pa-ku 	En_AOC 	borma 	thunder 	ushi-n 	14 	13
11675 	En_AOC 	yokohama5 	yu_ki 	thunder 	AKAGI 	borma 	touyou 	ushi-n 	11 	10
11676 	borma 	yu_ki 	touyou 	fiiisan 	AKAGI 	En_AOC 	Bnoty 	ushi-n 	12 	11
11677 	arata 	En_AOC 	thunder 	Bnoty 	AKAGI 	borma 	yokohama5 	fiiisan 	14 	13
11678 	arata 	En_AOC 	borma 	yokohama5 	papasu 	yu_ki 	fiiisan 	thunder 	13 	12
11679 	AKAGI 	borma 	yokohama5 	eto 	hikouki 	En_AOC 	freeza 	kunon 	14 	13
11680 	hikouki 	single 	kunon 	eto 	En_AOC 	yokohama5 	freeza 	Evans 	14 	13
11681 	Chrysler 	borma 	yokohama5 	freeza 	papasu 	En_AOC 	cwrouu 	kappa 	12 	11
11682 	papasu 	En_AOC 	cwrouu 	kappa 	Chrysler 	polpo 	yamachan 	freeza 	16 	15
11683 	arata 	En_AOC 	yokohama5 	Evans 	Chrysler 	polpo 	borma 	freeza 	15 	14
11684 	Chrysler 	En_AOC 	polpo 	syosinnsy 	papasu 	yokohama5 	BARDICHE 	Evans 	14 	13
11685 	iruka 	En_AOC 	yokohama5 	fiiisan 	papasu 	hikouki 	BARDICHE 	POPUN 	12 	11
11686 	iti_monme 	AKAGI 	En_AOC 	BARDICHE 	papasu 	hikouki 	fiiisan 	Naka 	13 	12
11687 	arata 	Chrysler 	iruka 	yokohama5 	papasu 	roki 	En_AOC 	BARDICHE 	15 	14
11688 	En_AOC 	yokohama5 	yu_ki 	boomZ 	papasu 	thunder 	Naka 	POPUN 	11 	10
11689 	En_AOC 	yokohama5 	yu_ki 	yamachan 	papasu 	thunder 	poll 	boomZ 	16 	15
11690 	papasu 	RAMI 	En_AOC 	yamachan 	toshi 	AKAGI 	iruka 	bashoh 	13 	12
11691 	papasu 	iruka 	En_AOC 	yokohama5 	toshi 	AKAGI 	Chrysler 	fiiisan 	13 	12
11692 	papasu 	AKAGI 	En_AOC 	baki 	toshi 	RAMI 	Chrysler 	fiiisan 	13 	12
11693 	papasu 	arata 	Chrysler 	syosinnsy 	toshi 	RAMI 	En_AOC 	yokohama5 	14 	13
11694 	papasu 	Chrysler 	baki 	freeza 	RAMI 	AKAGI 	En_AOC 	yokohama5 	12 	11
11695 	papasu 	Chrysler 	teeneon 	freeza 	RAMI 	AKAGI 	En_AOC 	yokohama5 	12 	11
11696 	toshi 	teeneon 	NFushi 	silverwolf 	arata 	yokohama5 	thunder 	irina 	16 	15
11697 	yokohama5 	teeneon 	NFushi 	boomZ 	arata 	thunder 	irina 	silverwolf 	11 	10
11698 	toshi 	yokohama5 	ga-n 	boomZ 	arata 	iti_monme 	thunder 	silverwolf 	15 	14
11699 	papasu 	RAMI 	polpo 	kappa 	moomin 	iti_monme 	fiiisan 	Bnoty 	16 	15
11700 	moomin 	En_AOC 	bashoh 	NFushi 	toshi 	mmn 	kunon 	eto 	18 	17
11701 	toshi 	En_AOC 	NFushi 	eto 	mmn 	yu_ki 	yamachan 	kunon 	14 	13
11702 	mmn 	En_AOC 	yu_ki 	eto 	toshi 	yokohama5 	yamachan 	kunon 	14 	13
11703 	En_AOC 	yokohama5 	borma 	kunon 	toshi 	yamachan 	eto 	pa-ku 	11 	10
11704 	moomin 	yamachan 	kunon 	pa-ku 	En_AOC 	polpo 	borma 	fiiisan 	16 	15
11705 	moomin 	yokohama5 	yu_ki 	Evans 	toshi 	En_AOC 	fiiisan 	pa-ku 	15 	14
11706 	moomin 	hikouki 	yokohama5 	Evans 	toshi 	En_AOC 	touyou 	fiiisan 	15 	14
11707 	moomin 	RAMI 	hikouki 	Evans 	toshi 	Chrysler 	En_AOC 	fiiisan 	16 	15
11708 	moomin 	hikouki 	yokohama5 	fiiisan 	toshi 	Chrysler 	En_AOC 	kunon 	13 	12
11709 	AKAGI 	Chrysler 	hikouki 	BARDICHE 	mmn 	En_AOC 	borma 	kunon 	14 	13
11710 	moomin 	borma 	kircheis 	cwrouu 	En_AOC 	yokohama5 	STK 	kunon 	11 	10
11711 	En_AOC 	STK 	kunon 	kircheis 	moomin 	cwrouu 	kappa 	Evans 	16 	15
11712 	maedy 	yokohama5 	kunon 	cwrouu 	En_AOC 	STK 	borma 	pa-ku 	13 	12
11713 	teranushi 	STK 	kircheis 	pa-ku 	En_AOC 	yokohama5 	polpo 	Evans 	14 	13
11714 	mmn 	RAMI 	polpo 	pa-ku 	moomin 	En_AOC 	yokohama5 	ushi-n 	14 	13
11715 	Chrysler 	En_AOC 	yokohama5 	ushi-n 	moomin 	fiiisan 	kunon 	kircheis 	14 	13
11716 	toshi 	AKAGI 	En_AOC 	poll 	mmn 	Chrysler 	yokohama5 	yamachan 	14 	13
11717 	toshi 	mmn 	yamachan 	BARDICHE 	AKAGI 	Chrysler 	En_AOC 	yokohama5 	13 	12
11718 	toshi 	arata 	hikouki 	BARDICHE 	AKAGI 	maedy 	Chrysler 	En_AOC 	13 	12
11719 	mannbou 	En_AOC 	kunon 	ushi-n 	toshi 	iruka 	poll 	wildcarp 	13 	12
11720 	maedy 	iruka 	kunon 	Evans 	AKAGI 	En_AOC 	freeza 	kircheis 	14 	13
11721 	AKAGI 	korori 	freeza 	kircheis 	maedy 	En_AOC 	cwrouu 	pa-ku 	13 	12
11722 	AKAGI 	korori 	freeza 	cwrouu 	maedy 	En_AOC 	kircheis 	pa-ku 	14 	13
11723 	maedy 	En_AOC 	freeza 	kunon 	toshi 	yokohama5 	kircheis 	ushi-n 	11 	10
11724 	toshi 	En_AOC 	fiiisan 	poll 	AKAGI 	maedy 	polpo 	kunon 	15 	14
11725 	AKAGI 	maedy 	polpo 	touyou 	toshi 	En_AOC 	yamachan 	fiiisan 	12 	11
11726 	maedy 	En_AOC 	borma 	yamachan 	toshi 	yokohama5 	yu_ki 	cwrouu 	12 	11
11727 	toshi 	yokohama5 	kunon 	syosinnsy 	AKAGI 	En_AOC 	borma 	BARDICHE 	15 	14
11728 	toshi 	AKAGI 	yokohama5 	syosinnsy 	ress 	En_AOC 	borma 	ga-n 	15 	14
11729 	teranushi 	En_AOC 	yokohama5 	single 	papasu 	iti_monme 	kappa 	Evans 	13 	12
11730 	papasu 	En_AOC 	yokohama5 	kappa 	iti_monme 	AKAGI 	maedy 	Evans 	19 	18
11731 	papasu 	iti_monme 	RAMI 	En_AOC 	pietan 	AKAGI 	maedy 	syosinnsy 	12 	11
11732 	papasu 	AKAGI 	maedy 	baki 	pietan 	En_AOC 	yokohama5 	fiiisan 	13 	12
11733 	AKAGI 	yu_ki 	fiiisan 	kunon 	iti_monme 	En_AOC 	Bnoty 	ushi-n 	11 	10
11734 	iti_monme 	AKAGI 	En_AOC 	yamachan 	papasu 	yokohama5 	baki 	fiiisan 	11 	10
11735 	papasu 	iti_monme 	baki 	borma 	Itsuka 	AKAGI 	Chrysler 	touyou 	14 	13
11736 	iti_monme 	AKAGI 	yokohama5 	borma 	arata 	Chrysler 	En_AOC 	fiiisan 	12 	11
11737 	papasu 	AKAGI 	En_AOC 	borma 	arata 	iti_monme 	Chrysler 	yokohama5 	14 	13
11738 	papasu 	cwrouu 	kappa 	Evans 	En_AOC 	yu_ki 	kircheis 	syosinnsy 	10 	9
11739 	papasu 	STK 	fiiisan 	syosinnsy 	iti_monme 	RAMI 	poll 	Bnoty 	15 	14
11740 	iti_monme 	En_AOC 	borma 	poll 	papasu 	touyou 	fiiisan 	Bnoty 	13 	12
11741 	iti_monme 	AKAGI 	yokohama5 	Bnoty 	papasu 	En_AOC 	borma 	kappa 	16 	15
11742 	mmn 	iruka 	borma 	touyou 	papasu 	En_AOC 	yokohama5 	fiiisan 	13 	12
11743 	En_AOC 	baki 	yuzuki 	syosinnsy 	papasu 	kappa 	Evans 	wildcarp 	13 	12
11744 	papasu 	En_AOC 	baki 	kappa 	mannbou 	teranushi 	freeza 	Evans 	20 	19
11745 	mannbou 	En_AOC 	BARDICHE 	yasunofu 	RAMI 	Chrysler 	freeza 	syosinnsy 	18 	17
11746 	papasu 	AKAGI 	En_AOC 	fiiisan 	mannbou 	iti_monme 	Chrysler 	pa-ku 	12 	11
11747 	papasu 	iti_monme 	Bnoty 	yuzuki 	mannbou 	RAMI 	En_AOC 	pa-ku 	18 	17
11748 	mannbou 	iti_monme 	En_AOC 	baki 	papasu 	AKAGI 	Chrysler 	freeza 	12 	11
11749 	mannbou 	iti_monme 	fiiisan 	yuzuki 	papasu 	En_AOC 	borma 	freeza 	16 	15
11750 	RAMI 	yu_ki 	touyou 	BARDICHE 	mannbou 	fiiisan 	Bnoty 	syosinnsy 	15 	14
11751 	papasu 	teranushi 	Chrysler 	baki 	mannbou 	toshi 	RAMI 	fiiisan 	12 	11
11752 	toshi 	AKAGI 	Chrysler 	fiiisan 	mannbou 	RAMI 	borma 	yamachan 	12 	11
11753 	toshi 	AKAGI 	Chrysler 	borma 	ress 	arata 	RAMI 	freeza 	13 	12
11754 	ress 	AKAGI 	RAMI 	freeza 	arata 	iruka 	Chrysler 	borma 	12 	11
11755 	mannbou 	RAMI 	NFushi 	hepocon 	toshi 	AKAGI 	bashoh 	irina 	16 	15
11756 	mannbou 	ushi-n 	kappa 	pa-ku 	NFushi 	fiiisan 	single 	kunon 	10 	9
11757 	RAMI 	En_AOC 	borma 	Evans 	mannbou 	NFushi 	fiiisan 	pa-ku 	15 	14
11758 	En_AOC 	borma 	Dummy1500 	fiiisan 	mannbou 	NFushi 	Bnoty 	pa-ku 	13 	12
11759 	RAMI 	Dummy1800 	NFushi 	Bnoty 	AKAGI 	En_AOC 	yamachan 	syosinnsy 	14 	13
11760 	borma 	korori 	NFushi 	fiiisan 	toshi 	single 	kircheis 	syosinnsy 	16 	15
11761 	AKAGI 	korori 	NFushi 	fiiisan 	Chrysler 	borma 	polpo 	kircheis 	13 	12
11762 	mmn 	Chrysler 	En_AOC 	cwrouu 	toshi 	borma 	STK 	touyou 	14 	13
11763 	papasu 	toshi 	RAMI 	fiiisan 	pietan 	teranushi 	En_AOC 	syosinnsy 	13 	12
11764 	pietan 	Bnoty 	BARDICHE 	ushi-n 	papasu 	En_AOC 	fiiisan 	pa-ku 	16 	15
11765 	mmn 	yu_ki 	poll 	wildcarp 	AKAGI 	En_AOC 	fiiisan 	pa-ku 	17 	16
11766 	hikouki 	En_AOC 	touyou 	fiiisan 	papasu 	yu_ki 	syosinnsy 	pa-ku 	10 	9
11767 	papasu 	hikouki 	polpo 	pa-ku 	RAMI 	AKAGI 	En_AOC 	fiiisan 	15 	14
11768 	mannbou 	toshi 	polpo 	fiiisan 	papasu 	RAMI 	Molt 	bashoh 	13 	12
11769 	RAMI 	Molt 	kappa 	pa-ku 	AKAGI 	touyou 	kunon 	ushi-n 	14 	13
11770 	polpo 	yamachan 	fiiisan 	pa-ku 	Molt 	kunon 	yuzuki 	ushi-n 	12 	11
11771 	mmn 	NFushi 	fiiisan 	single 	moomin 	Molt 	syosinnsy 	pa-ku 	12 	11
11772 	moomin 	mannbou 	kircheis 	pa-ku 	teranushi 	Chrysler 	Izzey 	fiiisan 	16 	15
11773 	En_AOC 	Izzey 	NFushi 	thunder 	Chrysler 	borma 	single 	poll 	12 	11
11774 	mmn 	touyou 	single 	poll 	hikouki 	En_AOC 	borma 	Bnoty 	12 	11
11775 	yu_ki 	borma 	fiiisan 	poll 	Molt 	polpo 	single 	kircheis 	12 	11
11776 	polpo 	borma 	fiiisan 	pa-ku 	yu_ki 	touyou 	poll 	yuzuki 	13 	12
11777 	borma 	NFushi 	fiiisan 	kunon 	roki 	poll 	pa-ku 	Hitasty 	13 	12
11778 	teranushi 	Izzey 	fiiisan 	pa-ku 	roki 	NFushi 	kunon 	Bnoty 	13 	12
11779 	Chrysler 	touyou 	fiiisan 	Mickey 	Izzey 	borma 	yu_ki 	Bnoty 	13 	12
11780 	toshi 	NFushi 	Bnoty 	kappa 	Molt 	baki 	yamachan 	boomZ 	13 	12
11781 	toshi 	fiiisan 	thunder 	Bnoty 	Molt 	baki 	borma 	yamachan 	14 	13
11782 	baki 	borma 	yu_ki 	touyou 	toshi 	fiiisan 	thunder 	kunon 	18 	17
11783 	mmn 	hikouki 	baki 	BARDICHE 	papasu 	yu_ki 	touyou 	thunder 	14 	13
11784 	roki 	hikouki 	Izzey 	borma 	toshi 	RAMI 	baki 	touyou 	13 	12
11785 	toshi 	hikouki 	baki 	borma 	roki 	RAMI 	Izzey 	touyou 	12 	11
11786 	toshi 	teranushi 	yamachan 	kappa 	mannbou 	RAMI 	polpo 	pa-ku 	15 	14
11787 	teranushi 	yu_ki 	yamachan 	pa-ku 	mannbou 	teeneon 	poll 	Hitasty 	15 	14
11788 	yu_ki 	kunon 	syosinnsy 	pa-ku 	yamachan 	poll 	BARDICHE 	Evans 	13 	12
11789 	RAMI 	yamachan 	kappa 	Evans 	yu_ki 	teeneon 	touyou 	pa-ku 	15 	14
11790 	RAMI 	baki 	borma 	pa-ku 	toshi 	teeneon 	touyou 	Evans 	17 	16
11791 	baki 	yu_ki 	fiiisan 	Bnoty 	borma 	teeneon 	NFushi 	Mickey 	13 	12
11792 	baki 	borma 	NFushi 	fiiisan 	RAMI 	teeneon 	Mickey 	boomZ 	11 	10
11793 	baki 	borma 	NFushi 	touyou 	RAMI 	teeneon 	fiiisan 	boomZ 	12 	11
11794 	mmn 	polpo 	poll 	pa-ku 	teranushi 	yu_ki 	NFushi 	kappa 	15 	14
11795 	Izzey 	NFushi 	BARDICHE 	kappa 	polpo 	yu_ki 	cwrouu 	pa-ku 	13 	12
11796 	mmn 	NFushi 	cwrouu 	pa-ku 	Izzey 	baki 	polpo 	kappa 	16 	15
11797 	RAMI 	baki 	borma 	fiiisan 	^Shiki 	Izzey 	touyou 	kappa 	11 	10
11798 	^Shiki 	yu_ki 	fiiisan 	single 	toshi 	Izzey 	baki 	Evans 	13 	12
11799 	borma 	yu_ki 	touyou 	single 	^Shiki 	Mickey 	bouya_aki 	AAA 	15 	14
11800 	^Shiki 	yu_ki 	Mickey 	bouya_aki 	mmn 	baki 	single 	AAA 	13 	12
11801 	teranushi 	yu_ki 	poll 	pa-ku 	Molt 	Izzey 	teeneon 	litz 	14 	13
11802 	Molt 	Izzey 	fiiisan 	poll 	borma 	baki 	yu_ki 	kunon 	13 	12
11803 	baki 	yu_ki 	fiiisan 	Bnoty 	Izzey 	borma 	poll 	kunon 	13 	12
11804 	Izzey 	yu_ki 	fiiisan 	Bnoty 	Molt 	baki 	poll 	kunon 	13 	12
11805 	^Shiki 	baki 	Mickey 	kunon 	Molt 	borma 	yu_ki 	poll 	9 	8
11806 	mmn 	touyou 	kunon 	Bnoty 	Izzey 	borma 	polpo 	fiiisan 	14 	13
11807 	En_AOC 	polpo 	STK 	Bnoty 	RAMI 	borma 	fiiisan 	yasunofu 	12 	11
11808 	En_AOC 	yamachan 	fiiisan 	Bnoty 	yu_ki 	borma 	polpo 	yasunofu 	11 	10
11809 	En_AOC 	baki 	borma 	yasunofu 	polpo 	yamachan 	teeneon 	fiiisan 	15 	14
11810 	mannbou 	yamachan 	fiiisan 	kunon 	Chrysler 	En_AOC 	baki 	Mickey 	11 	10
11811 	En_AOC 	yu_ki 	borma 	Evans 	RAMI 	fiiisan 	teeneon 	pa-ku 	15 	14
11812 	En_AOC 	yu_ki 	pa-ku 	uryaaaa 	borma 	fiiisan 	teeneon 	Evans 	15 	14
11813 	teranushi 	Chrysler 	Bnoty 	syosinnsy 	RAMI 	En_AOC 	borma 	cwrouu 	14 	13
11814 	Chrysler 	En_AOC 	baki 	mildseven 	toshi 	NFushi 	Bnoty 	yasunofu 	14 	13
11815 	En_AOC 	NFushi 	cwrouu 	syosinnsy 	baki 	yamachan 	Bnoty 	yasunofu 	13 	12
11816 	Chrysler 	En_AOC 	yamachan 	korori 	ress 	baki 	NFushi 	Bnoty 	15 	14
11817 	papasu 	RAMI 	single 	freeza 	toshi 	iti_monme 	En_AOC 	yasunofu 	13 	12
11818 	otyoufx 	En_AOC 	polpo 	kappa 	toshi 	RAMI 	yasunofu 	Azuki 	11 	10
11819 	pietan 	RAMI 	teeneon 	yasunofu 	toshi 	otyoufx 	En_AOC 	polpo 	18 	17
11820 	RAMI 	otyoufx 	teeneon 	cwrouu 	iti_monme 	En_AOC 	polpo 	kappa 	14 	13
11821 	RAMI 	otyoufx 	teeneon 	kappa 	iti_monme 	En_AOC 	polpo 	cwrouu 	14 	13
11822 	toshi 	polpo 	NFushi 	Evans 	RAMI 	En_AOC 	teeneon 	eto 	15 	14
11823 	mannbou 	teranushi 	RAMI 	freeza 	pietan 	En_AOC 	NFushi 	teeneon 	11 	10
11824 	toshi 	ress 	kappa 	Evans 	iti_monme 	En_AOC 	touyou 	teeneon 	13 	12
11825 	mannbou 	teranushi 	En_AOC 	GEN 	papasu 	iti_monme 	teeneon 	kunon 	19 	18
11826 	ress 	iti_monme 	RAMI 	En_AOC 	mannbou 	teranushi 	hikouki 	teeneon 	12 	11
11827 	iti_monme 	hikouki 	touyou 	syosinnsy 	mannbou 	En_AOC 	teeneon 	Evans 	16 	15
11828 	toshi 	Chrysler 	En_AOC 	kunon 	mannbou 	iti_monme 	fiiisan 	el-nino 	14 	13
11829 	iti_monme 	Chrysler 	fiiisan 	teeneon 	ress 	En_AOC 	borma 	el-nino 	13 	12
11830 	mannbou 	hiro_ 	teeneon 	Bnoty 	iti_monme 	En_AOC 	Izzey 	borma 	14 	13
11831 	pietan 	mmn 	Molt 	cwrouu 	moomin 	teranushi 	iti_monme 	En_AOC 	16 	15
11832 	pietan 	hikouki 	En_AOC 	cwrouu 	moomin 	^Shiki 	iti_monme 	kircheis 	16 	15
11833 	teranushi 	Izzey 	STK 	pa-ku 	mmn 	En_AOC 	cwrouu 	syosinnsy 	10 	9
11834 	mmn 	STK 	polpo 	syosinnsy 	RAMI 	hikouki 	En_AOC 	pa-ku 	17 	16
11835 	hikouki 	En_AOC 	Izzey 	STK 	moomin 	polpo 	teeneon 	bashoh 	12 	11
11836 	moomin 	En_AOC 	STK 	borma 	toshi 	iti_monme 	Chrysler 	kircheis 	15 	14
11837 	En_AOC 	Izzey 	STK 	borma 	iti_monme 	Chrysler 	polpo 	kircheis 	14 	13
11838 	toshi 	borma 	polpo 	kircheis 	iti_monme 	En_AOC 	Izzey 	cwrouu 	14 	13
11839 	En_AOC 	Izzey 	polpo 	Bnoty 	iti_monme 	baki 	NFushi 	kircheis 	12 	11
11840 	ress 	iti_monme 	single 	cwrouu 	hikouki 	En_AOC 	borma 	polpo 	14 	13
11841 	iti_monme 	En_AOC 	baki 	litz 	ress 	RAMI 	kunon 	pa-ku 	13 	12
11842 	Molt 	baki 	polpo 	yasunofu 	iti_monme 	En_AOC 	kappa 	tommy 	14 	13
11843 	iti_monme 	yu_ki 	borma 	yasunofu 	ress 	En_AOC 	kappa 	syouko 	13 	12
11844 	En_AOC 	Izzey 	baki 	polpo 	ress 	RAMI 	fiiisan 	wildcarp 	13 	12
11845 	roki 	baki 	Guls 	wildcarp 	iti_monme 	En_AOC 	Golira 	irina 	18 	17
11846 	iti_monme 	Molt 	freeza 	pote 	Chrysler 	En_AOC 	touyou 	kappa 	13 	12
11847 	mmn 	En_AOC 	Golira 	GEN 	Chrysler 	Molt 	kappa 	pa-ku 	12 	11
11848 	Chrysler 	polpo 	kircheis 	yasunofu 	Molt 	En_AOC 	kappa 	pa-ku 	15 	14
11849 	RAMI 	Molt 	En_AOC 	fiiisan 	ress 	baki 	polpo 	Bnoty 	12 	11
11850 	iti_monme 	En_AOC 	baki 	touyou 	hikouki 	Chrysler 	polpo 	fiiisan 	13 	12
11851 	ress 	teranushi 	En_AOC 	baki 	iti_monme 	RAMI 	hikouki 	Chrysler 	13 	12
11852 	iti_monme 	hikouki 	En_AOC 	fiiisan 	ress 	Chrysler 	baki 	Mickey 	13 	12
11853 	ress 	Chrysler 	baki 	fiiisan 	iti_monme 	hikouki 	En_AOC 	polpo 	14 	13
11854 	iti_monme 	hikouki 	baki 	Guls 	ress 	En_AOC 	fiiisan 	Golira 	14 	13
11855 	ress 	hikouki 	fiiisan 	Guls 	iti_monme 	En_AOC 	baki 	Golira 	13 	12
11856 	yamachan 	bashoh 	cwrouu 	GEN 	En_AOC 	kircheis 	kappa 	pa-ku 	14 	13
11857 	ress 	polpo 	kappa 	GEN 	RAMI 	En_AOC 	cwrouu 	pa-ku 	16 	15
11858 	teranushi 	kircheis 	yasunofu 	Hitasty 	RAMI 	En_AOC 	Guls 	last^HM 	18 	17
11859 	RAMI 	En_AOC 	touyou 	yasunofu 	baki 	yu_ki 	polpo 	Bnoty 	15 	14
11860 	yu_ki 	polpo 	Bnoty 	GEN 	En_AOC 	baki 	kircheis 	Golira 	14 	13
11861 	yu_ki 	polpo 	touyou 	Guls 	En_AOC 	baki 	kircheis 	Golira 	10 	9
11862 	mmn 	En_AOC 	fiiisan 	Golira 	ress 	yu_ki 	baki 	Guls 	16 	15
11863 	RAMI 	baki 	yamachan 	fiiisan 	hikouki 	Chrysler 	En_AOC 	kircheis 	13 	12
11864 	En_AOC 	baki 	borma 	fiiisan 	hikouki 	Chrysler 	touyou 	kircheis 	12 	11
11865 	hikouki 	Chrysler 	En_AOC 	baki 	pietan 	borma 	touyou 	kircheis 	18 	17
11866 	toshi 	En_AOC 	fiiisan 	Bnoty 	RAMI 	hikouki 	Izzey 	boomZ 	14 	13
11867 	RAMI 	En_AOC 	Izzey 	Bnoty 	hikouki 	borma 	polpo 	fiiisan 	12 	11
11868 	RAMI 	hikouki 	polpo 	Evans 	En_AOC 	Izzey 	baki 	fiiisan 	14 	13
11869 	Izzey 	yu_ki 	borma 	polpo 	hikouki 	baki 	fiiisan 	touyou 	12 	11
11870 	toshi 	polpo 	fiiisan 	touyou 	hikouki 	Izzey 	baki 	borma 	12 	11
11871 	toshi 	En_AOC 	Izzey 	GEN 	ress 	RAMI 	teeneon 	Evans 	16 	15
11872 	En_AOC 	borma 	touyou 	teeneon 	RAMI 	Izzey 	korori 	Evans 	12 	11
11873 	mmn 	borma 	cwrouu 	syosinnsy 	En_AOC 	Izzey 	korori 	teeneon 	14 	13
11874 	toshi 	RAMI 	korori 	cwrouu 	ress 	En_AOC 	Izzey 	teeneon 	16 	15
11875 	RAMI 	hikouki 	En_AOC 	baki 	ress 	Chrysler 	Izzey 	teeneon 	12 	11
11876 	ress 	RAMI 	fiiisan 	teeneon 	hikouki 	Chrysler 	En_AOC 	baki 	13 	12
11877 	ress 	RAMI 	fiiisan 	teeneon 	hikouki 	Chrysler 	En_AOC 	baki 	12 	11
11878 	mmn 	Chrysler 	baki 	fiiisan 	toshi 	hikouki 	En_AOC 	teeneon 	13 	12
11879 	hikouki 	Izzey 	baki 	teeneon 	toshi 	En_AOC 	fiiisan 	hepocon 	11 	10
11880 	hikouki 	Izzey 	baki 	teeneon 	toshi 	En_AOC 	fiiisan 	hepocon 	10 	9
11881 	mmn 	Chrysler 	teeneon 	GEN 	RAMI 	baki 	yu_ki 	Bnoty 	13 	12
11882 	mmn 	Chrysler 	touyou 	GEN 	RAMI 	baki 	yu_ki 	borma 	18 	17
11883 	mmn 	polpo 	borma 	touyou 	hikouki 	Chrysler 	En_AOC 	baki 	12 	11
11884 	ress 	STK 	baki 	uryaaaa 	RAMI 	Molt 	fiiisan 	freeza 	15 	14
11885 	En_AOC 	y 	fiiisan 	last^HM 	ress 	AAA 	irina 	Guls 	11 	10
11886 	hikouki 	En_AOC 	STK 	touyou 	teranushi 	baki 	fiiisan 	freeza 	13 	12
11887 	hikouki 	En_AOC 	baki 	fiiisan 	ress 	RAMI 	freeza 	Evans 	12 	11
11888 	ress 	baki 	touyou 	fiiisan 	RAMI 	hikouki 	En_AOC 	freeza 	14 	13
11889 	mmn 	En_AOC 	Izzey 	fiiisan 	ress 	arata 	baki 	cwrouu 	13 	12
11890 	ress 	yu_ki 	fiiisan 	Mickey 	arata 	En_AOC 	baki 	cwrouu 	12 	11
11891 	RAMI 	STK 	polpo 	borma 	mmn 	Izzey 	touyou 	boomZ 	12 	11
11892 	Izzey 	STK 	borma 	Bnoty 	hikouki 	En_AOC 	ga-n 	syosinnsy 	11 	10
11893 	toshi 	RAMI 	hikouki 	syosinnsy 	mmn 	Izzey 	borma 	touyou 	12 	11
11894 	toshi 	hikouki 	Bnoty 	AAA 	RAMI 	Izzey 	borma 	touyou 	16 	15
11895 	mmn 	En_AOC 	NFushi 	Bnoty 	toshi 	RAMI 	Izzey 	syosinnsy 	16 	15
11896 	toshi 	baki 	borma 	fiiisan 	RAMI 	En_AOC 	Izzey 	polpo 	9 	8
11897 	RAMI 	En_AOC 	Izzey 	fiiisan 	toshi 	baki 	NFushi 	Mickey 	12 	11
11898 	mmn 	baki 	NFushi 	Mickey 	RAMI 	En_AOC 	yu_ki 	fiiisan 	13 	12
11899 	STK 	yu_ki 	polpo 	NFushi 	moomin 	En_AOC 	boomZ 	SUN 	12 	11
11900 	ress 	STK 	yu_ki 	eto 	moomin 	Molt 	Bnoty 	GEN 	13 	12
11901 	ress 	Izzey 	yu_ki 	touyou 	mmn 	RAMI 	borma 	syosinnsy 	15 	14
11902 	ress 	RAMI 	hikouki 	Mickey 	mmn 	En_AOC 	Izzey 	borma 	12 	11
11903 	ress 	hikouki 	fiiisan 	syosinnsy 	RAMI 	En_AOC 	Izzey 	baki 	15 	14
11904 	toshi 	En_AOC 	Izzey 	baki 	ress 	RAMI 	hikouki 	AAA 	13 	12
11905 	mmn 	RAMI 	NFushi 	GEN 	moomin 	baki 	yamachan 	boomZ 	14 	13
11906 	mmn 	baki 	yamachan 	syosinnsy 	moomin 	RAMI 	NFushi 	pa-ku 	19 	18
